variant,winner_model,feature,importance_mean_raw,importance_mean_nonneg,importance_rank,ablation_delta_auc_mean_raw,ablation_delta_auc_oof_raw,ablation_delta_auc_mean,ablation_delta_auc_oof,importance_score,rank_score,ablation_score,joint_topk_score,cross_variant_consistency,stability_score,functional_consistency_score,winner_diag_signal_score,winner_diag_effect_score,winner_model_reliability_score,FRS_raw,FRS,FRS_rank,interpretability_gap,feature_class,complete_case_flag,unresolved_flag,importance_minus_ablation,ablation_minus_importance,importance_to_frs_gap,frs_to_importance_gap,stability_minus_importance,contradiction_abs,contradiction_signed,contradiction_score,importance_excess_flag,hidden_impact_flag,reliable_high_impact_flag,contradiction_class
CLINICAL,RF_SHALLOW,otylosc_bmi_30,-0.0067619047619047,0.0,18.0,0.0457142857142858,0.1150000000000001,0.0457142857142858,0.1150000000000001,0.0,0.46875,0.8571428571428571,0.0,0.97247082439842,0.72061041219921,0.4285714285714285,0.4509803921568628,0.1131021745085066,0.2820412833326847,0.3830606135902128,0.6539451432305317,8.0,-0.4285714285714285,HIDDEN_SIGNAL,1,0,-0.8571428571428571,0.8571428571428571,-0.6539451432305317,0.6539451432305317,0.72061041219921,0.8571428571428571,-0.8571428571428571,0.8571428571428571,0,1,0,LATENT_DEPENDENCE
CLINICAL,RF_SHALLOW,krwawienie,0.0,0.0,6.0,0.0390476190476191,0.0737499999999999,0.0390476190476191,0.0737499999999999,0.0,0.84375,0.7321428571428567,0.0,0.97247082439842,0.90811041219921,0.3660714285714283,0.4509803921568628,0.1131021745085066,0.2820412833326847,0.4247272802568794,0.7772479311797227,3.0,-0.3660714285714283,HIDDEN_SIGNAL,1,0,-0.7321428571428567,0.7321428571428567,-0.7772479311797227,0.7772479311797227,0.90811041219921,0.7321428571428567,-0.7321428571428567,0.7321428571428567,0,1,1,LATENT_DEPENDENCE
CLINICAL,RF_SHALLOW,zapalenie_miesnia_serca,0.0,0.0,6.0,0.0371428571428571,0.0849999999999999,0.0371428571428571,0.0849999999999999,0.0,0.84375,0.6964285714285698,0.0,0.97247082439842,0.90811041219921,0.3482142857142849,0.4509803921568628,0.1131021745085066,0.2820412833326847,0.4187748993044982,0.7596332471869804,4.0,-0.3482142857142849,HIDDEN_SIGNAL,1,0,-0.6964285714285698,0.6964285714285698,-0.7596332471869804,0.7596332471869804,0.90811041219921,0.6964285714285698,-0.6964285714285698,0.6964285714285698,0,1,1,LATENT_DEPENDENCE
CLINICAL,RF_SHALLOW,zaburzenia_homeostazy_glukozy_6,-0.0053015873015872,0.0,17.0,0.0352380952380954,0.095,0.0352380952380954,0.095,0.0,0.5,0.6607142857142873,0.0,0.97247082439842,0.73623541219921,0.3303571428571436,0.4509803921568628,0.1131021745085066,0.2820412833326847,0.3555308516854512,0.5724772297641025,11.0,-0.3303571428571436,LOW_SIGNAL,1,0,-0.6607142857142873,0.6607142857142873,-0.5724772297641025,0.5724772297641025,0.73623541219921,0.6607142857142873,-0.6607142857142873,0.6607142857142873,0,0,0,LOW_EVIDENCE
CLINICAL,RF_SHALLOW,ile_lat_mizdzyca_konczyn,0.0,0.0,6.0,0.0314285714285715,0.0999999999999999,0.0314285714285715,0.0999999999999999,0.0,0.84375,0.5892857142857159,0.0,0.97247082439842,0.90811041219921,0.2946428571428579,0.4509803921568628,0.1131021745085066,0.2820412833326847,0.400917756447356,0.7067891952087574,5.0,-0.2946428571428579,LOW_SIGNAL,1,0,-0.5892857142857159,0.5892857142857159,-0.7067891952087574,0.7067891952087574,0.90811041219921,0.5892857142857159,-0.5892857142857159,0.5892857142857159,0,0,0,RELIABLE_NONDOMINANT
CLINICAL,RF_SHALLOW,ace_i,-0.0004444444444444,0.0,7.0,0.0304761904761905,0.0762499999999999,0.0304761904761905,0.0762499999999999,0.0,0.8125,0.5714285714285714,0.0,0.97247082439842,0.89248541219921,0.2857142857142857,0.4509803921568628,0.1131021745085066,0.2820412833326847,0.3927332326378319,0.6825690047187368,7.0,-0.2857142857142857,LOW_SIGNAL,1,0,-0.5714285714285714,0.5714285714285714,-0.6825690047187368,0.6825690047187368,0.89248541219921,0.5714285714285714,-0.5714285714285714,0.5714285714285714,0,0,0,RELIABLE_NONDOMINANT
CLINICAL,RF_SHALLOW,bmi,-0.0122857142857142,0.0,22.0,0.0219047619047619,0.0524999999999998,0.0219047619047619,0.0524999999999998,0.0,0.34375,0.4107142857142862,0.0,0.9702190449277645,0.6569845224638822,0.2053571428571431,0.4509803921568628,0.1131021745085066,0.2820412833326847,0.2874472217736751,0.3709995966003521,20.0,-0.2053571428571431,LOW_SIGNAL,1,0,-0.4107142857142862,0.4107142857142862,-0.3709995966003521,0.3709995966003521,0.6569845224638822,0.4107142857142862,-0.4107142857142862,0.4107142857142862,0,0,0,LOW_EVIDENCE
CLINICAL,RF_SHALLOW,gfr_min,-0.0032698412698412,0.0,12.0,0.0180952380952381,0.0637499999999999,0.0180952380952381,0.0637499999999999,0.0,0.65625,0.3392857142857148,0.0,0.97247082439842,0.81436041219921,0.1696428571428574,0.4509803921568628,0.1131021745085066,0.2820412833326847,0.3280010897806891,0.4910093162976723,14.0,-0.1696428571428574,LOW_SIGNAL,1,0,-0.3392857142857148,0.3392857142857148,-0.4910093162976723,0.4910093162976723,0.81436041219921,0.3392857142857148,-0.3392857142857148,0.3392857142857148,0,0,0,LOW_EVIDENCE
CLINICAL,RF_SHALLOW,ile_lat_1,0.0,0.0,6.0,0.0152380952380953,0.0587499999999999,0.0152380952380953,0.0587499999999999,0.0,0.84375,0.2857142857142878,0.0,0.97247082439842,0.90811041219921,0.1428571428571439,0.4509803921568628,0.1131021745085066,0.2820412833326847,0.3503225183521179,0.5570643812704539,12.0,-0.1428571428571439,LOW_SIGNAL,1,0,-0.2857142857142878,0.2857142857142878,-0.5570643812704539,0.5570643812704539,0.90811041219921,0.2857142857142878,-0.2857142857142878,0.2857142857142878,0,0,0,LOW_EVIDENCE
FULL,LR_L1,arb,0.0,0.0,8.0,0.4304761904761905,0.423125,0.4304761904761905,0.423125,0.0,0.0,1.0,0.0,0.97247082439842,0.4862354121992099,0.5,1.0,0.8931236178441233,0.9465618089220617,0.3287451373997366,0.493117706099605,6.0,-0.5,HIDDEN_SIGNAL,1,0,-1.0,1.0,-0.493117706099605,0.493117706099605,0.4862354121992099,1.0,-1.0,1.0,0,1,0,LATENT_DEPENDENCE
FULL,LR_L1,ile_lat_mizdzyca_konczyn,0.0,0.0,8.0,0.3633333333333334,0.37625,0.3633333333333334,0.37625,0.0,0.0,0.8219696969696969,0.0,0.97247082439842,0.4862354121992099,0.4109848484848484,1.0,0.8931236178441233,0.9465618089220617,0.2990734202280194,0.4486101303420292,7.0,-0.4109848484848484,HIDDEN_SIGNAL,1,0,-0.8219696969696969,0.8219696969696969,-0.4486101303420292,0.4486101303420292,0.4862354121992099,0.8219696969696969,-0.8219696969696969,0.8106081583281108,0,1,0,LATENT_DEPENDENCE
FULL,LR_L1,wyniki_fgf23_pg_ml,0.0004761904761904,0.0004761904761904,5.0,0.3485714285714287,0.369375,0.3485714285714287,0.369375,0.0024658885418375,0.4285714285714286,0.7828282828282831,1.0,0.959027213925142,0.6937993212482854,0.8914141414141415,1.0,0.8931236178441233,0.9465618089220617,0.5292264504014216,0.7938396756021324,2.0,-0.8889482528723041,HIDDEN_SIGNAL,1,0,-0.7803623942864456,0.7803623942864456,-0.7913737870602949,0.7913737870602949,0.6913334327064479,0.7803623942864456,-0.7803623942864456,0.7663455606239469,0,1,1,LATENT_DEPENDENCE
FULL,LR_L1,crp_5_zapalenie,0.0,0.0,8.0,0.3452380952380953,0.3668749999999999,0.3452380952380953,0.3668749999999999,0.0,0.0,0.773989898989899,0.0,0.97247082439842,0.4862354121992099,0.3869949494949495,1.0,0.8931236178441233,0.9465618089220617,0.2910767872313864,0.4366151808470797,8.0,-0.3869949494949495,HIDDEN_SIGNAL,1,0,-0.773989898989899,0.773989898989899,-0.4366151808470797,0.4366151808470797,0.4862354121992099,0.773989898989899,-0.773989898989899,0.7595663853952616,0,1,0,LATENT_DEPENDENCE
FULL,LR_L1,ile_lat_miazdzyca_t_szyjnych,0.0,0.0,8.0,0.3385714285714286,0.3549999999999998,0.3385714285714286,0.3549999999999998,0.0,0.0,0.7563131313131313,0.0,0.97247082439842,0.4862354121992099,0.3781565656565656,1.0,0.8931236178441233,0.9465618089220617,0.2881306592852585,0.4321959889278878,9.0,-0.3781565656565656,HIDDEN_SIGNAL,1,0,-0.7563131313131313,0.7563131313131313,-0.4321959889278878,0.4321959889278878,0.4862354121992099,0.7563131313131313,-0.7563131313131313,0.740761521683159,0,1,0,LATENT_DEPENDENCE
FULL,LR_L1,petlowy,0.0,0.0,8.0,0.3371428571428573,0.3387499999999999,0.3371428571428573,0.3387499999999999,0.0,0.0,0.7525252525252527,0.0,0.97247082439842,0.4862354121992099,0.3762626262626263,1.0,0.8931236178441233,0.9465618089220617,0.2874993461539454,0.4312490192309182,10.0,-0.3762626262626263,HIDDEN_SIGNAL,1,0,-0.7525252525252527,0.7525252525252527,-0.4312490192309182,0.4312490192309182,0.4862354121992099,0.7525252525252527,-0.7525252525252527,0.7367319080305658,0,1,0,LATENT_DEPENDENCE
FULL,LR_L1,crt_d_device,0.0,0.0,8.0,0.3366666666666668,0.3368749999999999,0.3366666666666668,0.3368749999999999,0.0,0.0,0.7512626262626263,0.0,0.97247082439842,0.4862354121992099,0.3756313131313131,1.0,0.8931236178441233,0.9465618089220617,0.2872889084435077,0.4309333626652615,11.0,-0.3756313131313131,HIDDEN_SIGNAL,1,0,-0.7512626262626263,0.7512626262626263,-0.4309333626652615,0.4309333626652615,0.4862354121992099,0.7512626262626263,-0.7512626262626263,0.7353887034797012,0,1,0,LATENT_DEPENDENCE
FULL,LR_L1,cad,0.0,0.0,8.0,0.3361904761904764,0.3287499999999999,0.3361904761904764,0.3287499999999999,0.0,0.0,0.7500000000000002,0.0,0.97247082439842,0.4862354121992099,0.3750000000000001,1.0,0.8931236178441233,0.9465618089220617,0.28707847073307,0.430617706099605,12.0,-0.3750000000000001,HIDDEN_SIGNAL,1,0,-0.7500000000000002,0.7500000000000002,-0.430617706099605,0.430617706099605,0.4862354121992099,0.7500000000000002,-0.7500000000000002,0.734045498928837,0,1,0,LATENT_DEPENDENCE
FULL,LR_L1,kwas_moczowy,0.0,0.0,8.0,0.3347619047619049,0.3218749999999999,0.3347619047619049,0.3218749999999999,0.0,0.0,0.7462121212121214,0.0,0.97247082439842,0.4862354121992099,0.3731060606060607,1.0,0.8931236178441233,0.9465618089220617,0.2864471576017569,0.4296707364026353,14.0,-0.3731060606060607,HIDDEN_SIGNAL,1,0,-0.7462121212121214,0.7462121212121214,-0.4296707364026353,0.4296707364026353,0.4862354121992099,0.7462121212121214,-0.7462121212121214,0.7300158852762435,0,1,0,LATENT_DEPENDENCE
FULL,LR_L1,bb,0.0,0.0,8.0,0.3338095238095238,0.3274999999999998,0.3338095238095238,0.3274999999999998,0.0,0.0,0.7436868686868683,0.0,0.97247082439842,0.4862354121992099,0.3718434343434341,1.0,0.8931236178441233,0.9465618089220617,0.2860262821808814,0.4290394232713221,15.0,-0.3718434343434341,HIDDEN_SIGNAL,1,0,-0.7436868686868683,0.7436868686868683,-0.4290394232713221,0.4290394232713221,0.4862354121992099,0.7436868686868683,-0.7436868686868683,0.727329476174514,0,1,0,LATENT_DEPENDENCE
